Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
20793,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20795,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
20796,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4
20797,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20798,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
20799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20800,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20801,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
20802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20803,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20805,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20807,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
20808,1,1,1,0,0,1,0,0,0,1,0,0,0,0,5
20809,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20810,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
20811,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
20812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20813,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
20814,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
20815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
20816,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
20817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20819,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
20820,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4
20821,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20822,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4
20823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20826,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20828,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20830,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20831,1,0,1,1,0,1,0,0,0,1,0,0,0,0,5
20832,1,0,1,0,0,1,0,1,0,0,0,0,1,0,5
20833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20836,1,0,1,1,0,1,0,0,0,1,0,0,0,0,5
20837,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20838,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
20839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20840,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
20841,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4
20842,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4
20843,0,1,1,0,0,1,1,0,0,1,0,0,0,0,5
20844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20846,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
20847,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
20848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20850,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20851,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20852,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
20853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20854,0,1,1,0,0,1,0,0,0,0,0,0,1,0,4
20855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20856,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20858,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20859,1,1,1,1,0,1,0,0,0,1,0,0,0,0,6
20860,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4
20861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20862,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20863,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4
20864,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
20865,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20868,1,0,0,0,0,1,0,0,0,1,0,1,0,0,4
20869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
20870,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20871,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20872,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5
20873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20874,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20875,0,1,1,1,0,1,0,1,0,1,0,0,1,0,7
20876,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20877,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20878,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4
20879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20880,0,0,1,0,1,0,0,0,0,1,1,0,0,0,4
20881,0,0,1,0,1,1,0,0,0,1,0,0,0,0,4
20882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20883,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20885,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20886,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
20887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20888,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
20889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
20891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20892,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20893,0,0,1,1,0,0,0,0,1,0,0,1,0,0,4
20894,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4
20895,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
20896,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20898,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20899,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
20900,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
20901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20902,1,0,1,0,0,1,0,1,0,0,0,0,0,0,4
20903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20905,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
20906,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4
20907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20908,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20909,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3
20910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20911,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
20912,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
20917,0,1,0,1,0,0,0,0,0,1,0,1,0,1,5
20918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20922,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20923,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20926,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
20927,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
20928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20930,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20933,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20934,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
20935,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20936,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
20937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20939,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4
20940,0,1,1,1,1,0,0,0,0,0,0,1,0,0,5
20941,1,0,1,0,0,1,0,1,0,0,1,0,1,0,6
20942,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
20943,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
20944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20947,1,0,1,0,0,1,1,0,0,1,0,0,1,0,6
20948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20954,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
20955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20957,1,1,1,1,0,0,0,1,0,1,0,0,0,0,6
20958,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3
20959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20961,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4
20962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20963,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20964,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
20965,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
20966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20967,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4
20968,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4
20969,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
20970,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
20971,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
20972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20974,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
20975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20977,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3
20978,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4
20979,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
20980,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
20981,0,0,1,0,0,1,0,1,0,0,1,1,0,0,5
20982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20984,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4
20985,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20987,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
20988,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
20989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20991,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
20992,1,1,0,0,0,1,0,0,0,1,0,1,0,0,5
20993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20994,0,0,1,1,1,0,1,0,0,1,0,0,0,0,5
20995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20997,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20998,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
20999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
21000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
21001,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
21002,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
21003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
21006,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
21007,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4
21008,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3
21009,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3
21010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
21011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21013,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21015,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
21016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
21017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
21018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21020,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21023,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
21024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
21025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21028,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
21029,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4
21030,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3
21031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21035,0,0,1,0,0,1,1,0,0,1,0,0,0,0,4
21036,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
21037,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
21038,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
21039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21040,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3
21041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21042,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21043,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3
21044,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
21045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21046,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
21047,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
21048,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
21049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21050,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
21051,1,1,1,0,0,0,0,1,0,0,1,0,1,0,6
21052,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
21053,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3
21054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21056,1,0,1,0,0,1,0,0,0,0,1,1,0,0,5
21057,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
21058,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
21059,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
21060,1,0,1,1,1,0,1,0,0,1,0,0,0,0,6
21061,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4
21062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21063,1,1,1,1,0,1,0,0,0,1,0,0,0,0,6
21064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21066,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4
21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21070,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4
21071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21074,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
21075,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
21076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21077,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
21078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21079,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
21080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21081,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
21082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21083,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
21084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21087,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3
21088,0,0,1,0,0,1,1,1,0,1,1,1,0,0,7
21089,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
21090,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21092,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
21093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21098,0,0,1,0,0,1,1,0,0,1,0,0,0,0,4
21099,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
21100,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
21101,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
21102,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21105,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3
21106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21108,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21112,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
21113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
21116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21119,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
21120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
21121,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
21122,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4
21123,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
21124,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4
21125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21129,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
21130,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3
21131,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
21132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
21133,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
21134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21135,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
21136,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4
21137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21138,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
21139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21141,1,1,1,0,0,1,0,0,0,1,0,0,0,0,5
21142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21145,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4
21146,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
21147,1,1,1,1,0,1,0,0,0,1,0,0,0,0,6
21148,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
21149,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
21150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21151,1,1,0,1,0,0,1,0,0,1,0,0,0,0,5
21152,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4
21153,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3
21154,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4
21155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21157,1,1,1,0,0,1,0,0,0,1,0,1,0,0,6
21158,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
21159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21160,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
21161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21163,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
21164,1,1,1,0,1,1,0,0,0,1,0,0,0,0,6
21165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21166,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
21167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
21170,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
21171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21172,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
21173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21175,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4
21176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21180,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
21181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21183,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4
21184,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
21185,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
21186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21187,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
21188,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4
21189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21190,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4
21191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21192,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
21193,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
21194,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
21195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21196,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3
21197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
21198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21199,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4
21200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21201,0,1,0,1,1,1,1,0,0,1,0,0,0,1,7
21202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21205,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3
21206,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
21207,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
21208,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
21209,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
21210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21212,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
21213,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
