Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
23981,0,0,0,1,0,0,0,0,0,0,0,1
23982,0,0,0,1,0,0,1,0,0,0,0,2
23983,0,0,1,0,0,0,0,0,0,0,0,1
23984,0,0,0,0,0,0,0,0,1,0,0,1
23985,0,0,0,1,0,1,0,0,0,0,0,2
23986,0,0,0,1,0,0,0,0,0,0,0,1
23987,0,0,1,1,0,0,0,0,0,0,0,2
23988,0,0,1,1,0,0,0,0,0,0,0,2
23989,0,0,0,1,0,0,0,0,0,0,0,1
23990,0,0,0,0,0,0,0,0,1,0,0,1
23991,0,0,0,0,0,0,0,0,0,0,0,0
23992,0,0,0,1,0,1,1,0,0,0,0,3
23993,0,0,0,0,0,0,0,0,0,0,0,0
23994,0,1,0,0,0,0,0,0,1,0,0,2
23995,0,0,0,0,0,0,0,0,0,0,0,0
23996,0,0,1,1,0,1,1,0,0,0,0,4
23997,0,0,0,1,0,1,1,0,0,0,0,3
23998,0,0,1,0,0,1,0,0,0,0,0,2
23999,0,0,0,0,0,0,0,0,0,0,0,0
24000,0,0,0,0,0,0,1,0,0,0,0,1
24001,0,0,0,0,0,1,0,0,1,0,0,2
24002,0,0,0,0,0,0,0,0,0,0,0,0
24003,0,0,0,1,0,1,1,0,0,0,0,3
24004,1,0,0,1,0,0,0,0,0,0,0,2
24005,0,0,0,1,0,1,0,0,0,0,0,2
24006,0,0,0,0,0,0,0,0,0,0,0,0
24007,0,0,0,0,0,0,0,0,0,0,0,0
24008,0,0,0,1,0,1,1,0,0,0,0,3
24009,0,0,0,0,0,0,0,0,0,0,0,0
24010,0,0,1,0,0,0,1,0,0,0,0,2
24011,0,0,0,0,0,0,0,0,0,0,0,0
24012,1,0,0,0,0,0,0,0,0,0,0,1
24013,0,0,0,0,0,0,0,0,1,0,0,1
24014,0,0,0,1,0,0,0,0,0,0,0,1
24015,0,0,0,1,0,0,0,0,0,0,0,1
24016,0,1,0,1,0,0,0,0,0,0,0,2
24017,0,0,1,0,0,0,0,0,0,0,0,1
24018,0,0,0,0,0,0,0,0,0,0,0,0
24019,0,0,0,1,0,0,0,0,0,0,0,1
24020,0,0,1,0,0,0,0,0,0,0,0,1
24021,0,0,0,0,0,0,0,0,0,0,0,0
24022,0,0,0,0,0,0,0,0,0,0,0,0
24023,0,0,0,0,0,0,0,0,0,0,0,0
24024,0,0,0,0,0,0,0,0,0,0,0,0
24025,0,0,0,0,0,0,0,0,0,0,0,0
24026,0,0,0,0,0,1,0,0,0,0,0,1
24027,0,0,0,1,0,1,0,0,0,0,0,2
24028,0,0,0,0,0,0,0,0,0,0,0,0
24029,0,0,0,0,0,0,0,0,0,0,0,0
24030,0,0,0,0,0,0,0,0,0,0,0,0
24031,0,0,0,0,0,0,0,0,0,0,0,0
24032,0,0,0,0,0,1,0,0,0,0,0,1
24033,0,0,0,0,0,0,0,0,0,0,0,0
24034,0,0,0,1,0,0,0,0,0,0,0,1
24035,0,0,0,0,0,0,0,0,0,0,0,0
24036,0,0,1,0,0,0,0,0,0,0,0,1
24037,0,0,0,1,0,1,0,0,0,0,0,2
24038,0,0,0,0,0,0,0,0,0,0,0,0
24039,0,0,0,0,0,0,0,0,0,0,0,0
24040,0,0,1,1,0,1,1,0,0,0,0,4
24041,0,0,0,0,0,0,0,0,0,0,0,0
24042,0,0,1,0,0,0,0,0,0,0,0,1
24043,0,0,0,0,0,0,0,0,0,0,0,0
24044,0,0,1,0,0,0,0,0,0,0,0,1
24045,0,0,0,0,0,0,0,0,0,0,0,0
24046,0,0,0,1,0,0,0,0,0,0,0,1
24047,0,0,1,0,0,0,0,0,0,0,0,1
24048,0,0,1,1,0,0,1,0,1,0,0,4
24049,0,0,1,1,0,1,1,0,0,0,0,4
24050,0,0,0,0,0,0,0,0,0,0,0,0
24051,0,0,1,1,0,1,1,0,0,0,0,4
24052,0,0,0,1,0,0,0,0,0,0,0,1
24053,0,0,0,1,0,1,1,0,0,0,0,3
24054,0,0,0,1,0,1,1,0,0,0,0,3
24055,0,0,0,0,0,0,0,0,0,0,0,0
24056,0,0,0,0,0,0,0,0,0,0,0,0
24057,0,0,1,0,0,0,0,0,0,0,0,1
24058,0,0,1,1,0,0,1,0,0,0,0,3
24059,1,0,0,0,0,0,0,0,0,0,0,1
24060,0,0,1,1,0,1,1,0,0,0,0,4
24061,0,0,1,0,0,0,0,0,0,0,0,1
24062,1,0,1,0,0,0,0,0,0,0,0,2
24063,0,0,0,1,0,1,1,0,0,0,0,3
24064,0,0,1,1,0,1,1,0,0,0,0,4
24065,0,0,1,1,0,1,0,0,0,0,0,3
24066,0,0,1,0,0,0,0,0,0,0,0,1
24067,0,0,1,1,0,1,0,0,0,0,0,3
24068,0,0,0,1,0,0,0,0,0,0,0,1
24069,0,0,0,1,0,1,0,0,0,0,0,2
24070,0,0,0,0,0,0,0,0,0,0,0,0
24071,0,0,1,0,0,0,0,0,0,0,0,1
24072,0,0,0,1,0,1,1,0,1,0,0,4
24073,1,0,1,0,0,0,0,0,0,0,0,2
24074,0,0,0,0,0,0,0,0,0,0,0,0
24075,0,0,0,0,0,1,0,0,0,0,0,1
24076,0,0,0,0,0,0,0,0,0,0,0,0
24077,0,0,1,1,0,1,1,0,0,0,0,4
24078,0,0,0,1,0,0,0,0,1,0,0,2
24079,0,0,0,0,0,1,0,0,1,0,0,2
24080,0,0,1,0,0,0,0,0,0,0,0,1
24081,0,0,0,0,0,0,0,0,0,0,0,0
24082,0,0,0,0,0,0,0,0,0,0,0,0
24083,0,0,1,1,0,1,1,0,0,0,0,4
24084,0,0,0,0,0,1,0,0,0,0,0,1
24085,0,0,1,1,0,1,1,0,0,0,0,4
24086,0,0,1,0,0,1,0,0,0,0,0,2
24087,0,0,1,1,0,1,1,0,0,0,0,4
24088,0,0,1,0,0,0,0,0,0,0,0,1
24089,0,0,0,0,0,0,0,0,0,0,0,0
24090,0,0,0,0,0,0,0,0,0,0,0,0
24091,0,0,0,0,0,0,0,0,0,0,0,0
24092,0,0,0,1,0,0,0,0,0,0,0,1
24093,0,0,1,1,0,0,0,0,0,0,0,2
24094,0,0,0,1,0,1,0,0,0,0,0,2
24095,0,0,1,1,0,1,1,0,0,0,0,4
24096,0,0,0,0,0,0,0,0,0,0,0,0
24097,0,0,0,0,0,1,0,0,0,0,0,1
24098,0,0,1,0,0,0,0,0,0,0,0,1
24099,0,0,1,1,0,1,1,0,0,0,0,4
24100,0,0,0,1,0,1,1,0,0,0,0,3
24101,0,0,0,0,0,0,0,0,0,0,0,0
24102,0,0,0,0,0,0,0,0,0,0,0,0
24103,0,0,0,1,0,1,1,0,0,0,0,3
24104,0,0,0,0,0,0,0,0,0,0,0,0
24105,0,0,1,0,0,0,0,0,0,0,0,1
24106,0,0,0,1,0,0,0,0,0,0,0,1
24107,0,0,1,0,0,1,0,0,0,0,0,2
24108,0,0,0,0,0,0,0,0,0,0,0,0
24109,0,0,1,0,0,0,0,0,0,0,0,1
24110,0,0,0,0,0,0,0,0,0,0,0,0
24111,0,0,0,0,0,0,0,0,0,0,0,0
24112,0,1,0,0,0,0,0,0,0,0,0,1
24113,0,0,0,0,0,0,0,0,0,0,0,0
24114,0,0,1,0,0,0,0,0,0,0,0,1
24115,0,0,1,0,0,1,0,0,0,0,0,2
24116,0,0,0,0,0,1,0,0,1,0,0,2
24117,0,0,0,1,0,0,0,0,0,0,0,1
24118,0,0,0,1,0,1,0,0,0,0,0,2
24119,0,0,0,1,0,0,0,0,0,0,0,1
24120,0,0,0,0,0,0,0,0,0,0,0,0
24121,0,0,1,0,0,0,0,0,0,0,0,1
24122,0,0,1,0,0,0,0,0,0,0,0,1
24123,0,0,0,1,0,0,0,0,0,0,0,1
24124,0,0,0,1,0,1,0,0,0,0,0,2
24125,0,0,1,0,0,0,0,0,0,0,0,1
24126,0,0,0,0,0,0,0,0,0,0,0,0
24127,0,0,0,0,0,0,0,0,0,0,0,0
24128,0,0,0,0,0,0,0,0,0,0,0,0
24129,0,0,0,0,0,0,0,0,0,0,0,0
24130,0,0,0,0,0,1,0,0,0,0,0,1
24131,0,0,1,0,0,0,0,0,0,0,0,1
24132,0,0,0,0,0,0,0,0,0,0,0,0
24133,0,0,0,0,0,1,0,0,0,0,0,1
24134,0,0,1,0,0,0,0,0,0,0,0,1
24135,0,0,0,1,0,1,1,0,0,0,0,3
24136,0,0,0,0,0,0,0,0,0,0,0,0
24137,0,0,1,1,0,1,1,0,0,0,0,4
24138,0,0,0,0,0,0,0,0,0,0,0,0
24139,0,0,0,0,0,0,0,0,0,0,0,0
24140,0,0,1,0,0,1,1,0,0,0,0,3
24141,0,0,1,0,0,0,0,0,0,0,0,1
24142,0,0,0,1,0,0,0,0,0,0,0,1
24143,0,0,1,0,0,0,0,0,0,0,0,1
24144,0,0,0,0,0,0,0,0,0,0,0,0
24145,0,0,0,0,0,0,0,0,0,0,0,0
24146,0,0,0,1,0,0,0,0,0,0,0,1
24147,0,0,0,1,0,1,1,0,0,0,0,3
24148,0,0,1,0,0,1,0,0,0,0,0,2
24149,0,0,0,0,0,0,0,0,0,0,0,0
24150,0,0,1,1,0,1,0,0,0,0,0,3
24151,0,0,1,0,0,0,0,0,0,0,0,1
24152,0,0,0,0,0,1,0,0,1,0,0,2
24153,0,0,1,0,0,0,0,0,0,0,0,1
24154,0,0,0,1,0,0,1,0,0,0,0,2
24155,0,0,0,0,0,0,0,0,0,0,0,0
24156,0,0,0,1,0,1,1,0,0,0,0,3
24157,0,0,1,0,0,0,0,0,0,0,0,1
24158,0,0,0,0,0,0,0,0,0,0,0,0
24159,0,0,0,0,0,0,0,0,0,0,0,0
24160,0,0,0,1,0,1,1,0,0,0,0,3
24161,0,0,1,0,0,0,0,0,0,0,0,1
24162,1,0,0,0,0,0,0,0,0,0,0,1
24163,0,1,0,0,0,0,0,0,0,0,0,1
24164,0,0,0,0,0,1,1,0,0,0,0,2
24165,0,0,1,1,0,0,0,0,0,0,0,2
24166,0,0,0,0,0,1,0,0,0,0,0,1
24167,0,0,0,0,0,0,0,0,0,0,0,0
24168,0,0,0,0,0,0,0,0,0,0,0,0
24169,1,0,0,0,0,1,0,0,0,0,0,2
24170,0,0,0,0,0,0,0,0,0,0,0,0
24171,1,0,0,0,0,0,0,0,0,0,0,1
24172,0,0,0,0,0,0,0,0,0,0,0,0
24173,0,0,0,1,0,1,1,0,1,0,0,4
24174,0,0,0,1,0,1,1,0,0,0,0,3
24175,0,0,0,0,0,0,0,0,0,0,0,0
24176,0,0,1,0,0,0,0,0,0,0,0,1
24177,0,0,0,0,0,0,0,0,0,0,0,0
24178,0,0,0,0,0,1,0,0,0,0,0,1
24179,0,0,0,0,0,1,0,0,0,0,0,1
24180,0,0,0,1,0,1,1,0,0,0,0,3
24181,0,0,0,0,0,0,0,0,0,0,0,0
24182,0,0,0,0,0,0,0,0,0,0,0,0
24183,0,0,0,0,0,0,0,0,0,0,0,0
24184,0,0,0,0,0,0,0,0,0,0,0,0
24185,0,0,1,1,0,1,1,0,0,0,0,4
24186,0,0,1,1,0,1,0,0,0,0,0,3
24187,1,0,0,0,0,1,0,0,0,0,0,2
24188,0,0,1,1,0,1,1,0,0,0,0,4
24189,0,0,0,0,0,0,0,0,0,0,0,0
24190,0,0,1,0,0,0,0,0,0,0,0,1
24191,0,0,0,0,0,0,0,0,0,0,0,0
24192,0,0,0,0,0,0,0,0,0,0,0,0
24193,0,0,0,1,0,0,0,0,0,0,0,1
24194,0,0,1,0,0,0,0,0,0,0,0,1
24195,0,0,0,0,0,0,0,0,0,0,0,0
24196,0,0,0,1,0,1,1,0,0,0,0,3
24197,0,0,1,0,0,0,0,0,0,0,0,1
24198,0,0,1,1,0,1,1,0,0,0,0,4
24199,0,0,0,0,0,0,0,0,0,0,0,0
24200,0,0,0,0,0,0,0,0,0,0,0,0
24201,0,0,0,0,0,0,0,0,0,0,0,0
24202,0,0,0,0,0,0,0,0,0,0,0,0
24203,0,0,0,0,0,0,0,0,0,0,0,0
24204,0,0,0,0,0,0,0,0,0,0,0,0
24205,0,0,1,1,0,0,0,0,0,0,0,2
24206,0,0,1,0,0,0,0,0,0,0,0,1
24207,0,0,1,0,0,0,0,0,0,0,0,1
24208,0,0,0,0,0,0,0,0,0,0,0,0
24209,0,0,1,1,0,0,0,0,0,0,0,2
24210,0,0,0,0,0,1,0,0,0,0,0,1
24211,0,0,0,1,0,1,0,0,0,0,0,2
24212,0,0,1,0,0,0,0,0,0,0,0,1
24213,0,0,0,0,0,0,0,0,0,0,0,0
24214,0,0,0,0,0,0,0,0,0,0,0,0
24215,0,0,0,1,0,0,0,0,0,0,0,1
24216,0,0,1,0,0,0,0,0,0,0,0,1
24217,0,0,0,1,0,1,1,0,0,0,0,3
24218,0,0,0,1,0,1,1,0,0,0,0,3
24219,0,0,1,0,0,0,0,0,0,0,0,1
24220,0,0,0,0,0,0,0,0,0,0,0,0
24221,0,0,1,1,0,1,1,0,0,0,0,4
24222,0,0,0,0,0,1,0,0,0,0,0,1
24223,0,0,0,0,0,0,0,0,0,0,0,0
24224,1,0,0,0,0,1,0,0,0,0,0,2
24225,0,0,1,0,0,0,0,0,0,0,0,1
24226,0,0,1,0,0,0,0,0,0,0,0,1
24227,0,0,0,0,0,0,0,0,0,0,0,0
24228,1,0,0,0,0,0,0,0,0,0,0,1
24229,0,0,0,0,0,0,0,0,0,0,0,0
24230,0,0,0,0,0,0,0,0,0,0,0,0
24231,0,0,0,0,0,0,0,0,0,0,0,0
24232,0,0,0,0,0,0,0,0,0,0,0,0
24233,0,1,0,1,0,1,0,0,0,0,0,3
24234,0,0,0,0,0,0,0,0,0,0,0,0
24235,0,0,1,0,0,0,0,0,0,0,0,1
24236,1,0,1,0,0,0,0,0,0,0,0,2
24237,0,0,0,0,0,1,0,0,0,0,0,1
24238,0,0,0,0,0,0,0,0,0,0,0,0
24239,0,0,1,1,0,0,0,0,0,0,0,2
24240,0,0,0,0,0,0,0,0,0,0,0,0
24241,0,0,0,0,0,1,0,0,0,0,0,1
24242,0,0,0,1,0,1,1,0,0,0,0,3
24243,0,0,0,0,0,0,0,0,0,0,0,0
24244,0,0,0,0,0,1,0,0,0,0,0,1
24245,0,0,0,0,0,0,0,0,1,0,0,1
24246,0,0,1,1,0,1,1,0,0,0,0,4
24247,0,0,1,1,0,0,0,0,0,0,0,2
24248,0,0,0,1,0,1,0,0,0,0,0,2
24249,0,0,0,0,0,0,0,0,0,0,0,0
24250,1,0,0,0,0,0,0,0,0,0,0,1
24251,0,0,1,1,0,0,0,0,0,0,0,2
24252,0,0,0,0,0,0,0,0,0,0,0,0
24253,0,0,1,0,0,0,0,0,0,0,0,1
24254,0,0,1,0,0,0,0,0,0,0,0,1
24255,0,0,1,1,0,0,0,0,0,0,0,2
24256,0,0,1,0,0,0,0,0,0,0,0,1
24257,0,0,0,0,0,0,0,0,0,0,0,0
24258,0,0,0,1,0,0,0,0,0,0,0,1
24259,0,0,1,0,0,0,0,0,0,0,0,1
24260,0,0,1,0,0,0,0,0,0,0,0,1
24261,0,0,0,0,0,0,0,0,0,0,0,0
24262,0,0,0,0,0,1,0,0,0,0,0,1
24263,0,0,1,0,0,0,0,0,0,0,0,1
24264,1,0,1,0,0,0,0,0,0,0,0,2
24265,1,0,0,0,0,0,0,0,0,0,0,1
24266,0,0,0,0,0,0,0,0,0,0,0,0
24267,0,0,0,0,0,0,0,0,0,0,0,0
24268,0,0,0,1,0,1,0,0,0,0,0,2
24269,0,0,1,0,0,0,0,0,0,0,0,1
24270,0,0,1,0,0,1,1,0,0,0,0,3
24271,0,0,1,0,0,0,0,0,0,0,0,1
24272,0,0,0,0,0,0,0,0,0,0,0,0
24273,0,0,0,0,0,0,0,0,0,0,0,0
24274,0,0,1,1,0,1,1,0,0,0,0,4
24275,0,0,1,1,0,1,1,0,1,0,0,5
24276,0,0,1,1,0,1,0,0,0,0,0,3
24277,0,0,0,0,0,1,0,0,0,0,0,1
24278,0,0,0,1,0,0,0,0,0,0,0,1
24279,0,0,0,0,0,1,0,0,0,0,0,1
24280,0,0,1,0,0,0,0,0,0,0,0,1
24281,1,0,0,0,0,1,1,0,0,0,0,3
24282,0,0,0,1,0,1,1,0,0,0,0,3
24283,0,0,0,0,0,0,0,0,0,0,0,0
24284,0,0,1,0,0,1,0,0,0,0,0,2
24285,0,0,1,1,0,1,1,0,0,0,0,4
24286,0,0,1,1,0,0,0,0,0,0,0,2
24287,0,0,0,0,0,1,0,0,0,0,0,1
24288,0,0,0,0,0,0,0,0,0,0,0,0
24289,0,0,1,0,0,0,0,0,0,0,0,1
24290,0,0,1,1,0,0,0,0,0,0,0,2
24291,1,0,0,0,0,0,0,0,0,0,0,1
24292,0,0,0,1,0,1,1,0,0,0,0,3
24293,0,0,1,1,0,1,0,0,0,0,0,3
24294,0,0,0,0,0,1,0,0,1,0,0,2
24295,0,0,0,0,0,0,0,0,0,0,0,0
24296,0,0,0,0,0,0,0,0,0,0,0,0
24297,0,0,1,1,0,0,0,0,1,0,0,3
24298,0,0,1,0,0,0,0,0,0,0,0,1
24299,0,0,0,0,0,0,0,0,0,0,0,0
24300,0,0,0,1,0,0,0,0,0,0,0,1
24301,0,0,0,0,0,0,0,0,1,0,0,1
24302,0,0,0,0,0,0,0,0,0,0,0,0
24303,0,0,0,1,0,0,0,0,0,0,0,1
24304,0,0,0,0,0,0,0,0,0,0,0,0
24305,0,0,0,1,0,1,0,0,0,0,0,2
24306,0,1,0,0,0,1,0,0,0,0,0,2
24307,0,0,0,0,0,0,0,0,0,0,0,0
24308,0,0,0,0,0,0,0,0,0,0,0,0
24309,0,0,1,0,0,0,0,0,0,0,0,1
24310,0,0,0,0,0,0,0,0,0,0,0,0
24311,0,0,0,0,0,0,0,0,0,0,0,0
24312,0,0,0,1,0,0,0,0,0,0,0,1
24313,0,0,0,1,0,0,0,0,0,0,0,1
24314,0,0,1,0,0,0,0,0,0,0,0,1
24315,0,0,0,0,0,0,0,0,0,0,0,0
24316,0,0,0,0,0,1,0,0,0,0,0,1
24317,1,0,0,0,0,0,0,0,0,0,0,1
24318,0,0,0,1,0,1,0,0,0,0,0,2
24319,0,0,0,1,0,0,0,0,0,0,0,1
24320,0,0,0,1,0,0,0,0,0,0,0,1
24321,0,0,0,1,0,1,0,0,0,0,0,2
24322,0,0,0,0,0,0,0,0,0,0,0,0
24323,0,0,1,0,0,0,0,0,0,0,0,1
24324,0,0,1,1,0,1,0,0,0,0,0,3
24325,0,0,0,0,0,0,0,0,0,0,0,0
24326,0,0,0,0,0,0,0,0,0,0,0,0
24327,1,0,0,1,0,1,1,0,0,0,0,4
24328,0,0,1,0,0,1,0,0,0,0,0,2
24329,0,0,0,1,0,0,0,0,0,0,0,1
24330,0,0,1,0,0,0,0,0,0,0,0,1
24331,0,0,0,0,0,0,0,0,0,0,0,0
24332,0,0,1,1,0,1,0,0,0,0,0,3
24333,0,0,1,0,0,1,0,0,0,0,0,2
24334,0,0,0,1,0,0,0,0,0,0,0,1
24335,0,0,0,0,0,1,0,0,0,0,0,1
24336,0,0,0,0,0,0,0,0,0,0,0,0
24337,0,0,0,0,0,0,0,0,0,0,0,0
24338,0,0,0,0,0,1,0,0,0,0,0,1
24339,0,0,1,0,0,0,0,0,0,0,0,1
24340,0,0,0,1,0,1,1,0,0,0,0,3
24341,0,0,0,0,0,0,0,0,0,0,0,0
24342,0,0,1,0,0,0,0,0,0,0,0,1
24343,0,0,1,1,0,1,0,0,0,0,0,3
24344,0,0,0,1,0,0,0,0,0,0,0,1
24345,0,0,1,1,0,1,1,0,0,0,0,4
24346,0,0,0,0,0,0,0,0,0,0,0,0
24347,0,0,0,1,0,1,0,0,0,0,0,2
24348,0,0,0,0,0,1,0,0,0,0,0,1
24349,0,0,0,1,0,0,0,0,0,0,0,1
24350,0,0,0,0,0,0,0,0,1,0,0,1
24351,0,1,1,0,0,0,0,0,0,0,0,2
24352,0,0,0,0,0,1,0,0,0,0,0,1
24353,1,0,0,1,0,1,1,0,1,0,0,5
24354,0,0,0,1,0,0,0,0,0,0,0,1
24355,0,0,1,0,0,0,0,0,0,0,0,1
24356,0,0,1,0,0,0,0,0,0,0,0,1
24357,1,0,0,0,0,1,1,0,1,0,0,4
24358,0,0,0,0,0,0,0,0,0,0,0,0
24359,0,0,0,0,0,0,0,0,0,0,0,0
24360,0,0,0,0,0,0,0,0,0,0,0,0
24361,0,0,0,0,0,0,0,0,0,0,0,0
24362,0,0,1,0,0,1,0,0,0,0,0,2
24363,0,0,0,0,0,0,0,0,0,0,0,0
24364,0,0,0,0,0,1,1,0,0,0,0,2
24365,0,0,0,1,0,0,0,0,0,0,0,1
24366,0,0,0,0,0,0,0,0,0,0,0,0
24367,0,0,0,0,0,0,0,0,0,0,0,0
24368,0,0,0,0,0,0,0,0,0,0,0,0
24369,0,0,0,1,0,1,0,0,0,0,0,2
24370,0,0,0,0,0,0,0,0,0,0,0,0
24371,0,0,1,1,0,0,0,0,0,0,0,2
24372,1,0,1,1,0,1,1,0,0,0,0,5
24373,0,0,1,0,0,0,0,0,0,0,0,1
24374,0,0,0,0,0,0,0,0,0,0,0,0
24375,0,0,1,0,0,1,0,0,0,0,0,2
24376,0,0,0,0,0,0,0,0,0,0,0,0
24377,0,0,0,0,0,0,0,0,0,0,0,0
24378,0,0,0,0,0,0,0,0,0,0,0,0
24379,1,0,0,0,0,0,0,0,0,0,0,1
24380,0,0,0,0,0,1,0,0,0,0,0,1
24381,0,0,1,0,0,0,0,0,0,0,0,1
24382,0,0,0,0,0,0,0,0,0,0,0,0
24383,0,0,0,1,0,1,0,0,0,0,0,2
24384,0,0,1,0,0,0,0,0,0,0,0,1
24385,0,0,0,0,0,0,0,0,0,0,0,0
24386,0,0,0,0,0,0,0,0,0,0,0,0
24387,0,0,0,0,0,0,0,0,0,0,0,0
24388,0,0,1,0,0,0,0,0,0,0,0,1
24389,0,0,0,0,0,1,0,0,0,0,0,1
24390,0,0,0,1,0,0,0,0,0,0,0,1
24391,0,0,1,0,0,0,0,0,0,0,0,1
24392,0,0,0,0,0,0,0,0,0,0,0,0
24393,0,0,0,0,0,0,0,0,0,0,0,0
24394,0,0,0,0,0,0,0,0,0,0,0,0
24395,0,0,0,0,0,0,0,0,0,0,0,0
24396,0,0,0,0,0,0,0,0,0,0,0,0
24397,0,0,0,1,0,0,0,0,0,0,0,1
24398,0,0,1,0,0,0,0,0,0,0,0,1
24399,0,0,0,1,0,1,0,0,1,0,0,3
24400,0,0,0,1,0,1,0,0,0,0,0,2
24401,0,0,0,1,0,1,1,0,0,0,0,3
24402,0,0,0,0,0,0,0,0,0,0,0,0
24403,1,0,1,1,0,1,0,0,0,0,0,4
24404,0,0,1,1,0,1,1,0,0,0,0,4
24405,0,0,0,0,0,0,0,0,0,0,0,0
24406,0,0,0,1,0,0,0,0,0,0,0,1
24407,0,0,1,1,0,0,0,0,0,0,0,2
24408,1,0,0,0,0,0,0,0,0,0,0,1
24409,0,0,0,0,0,0,0,0,0,0,0,0
24410,0,0,0,1,0,0,0,0,1,0,0,2
24411,0,0,0,0,0,0,0,0,0,0,0,0
24412,0,0,0,1,0,0,0,0,0,0,0,1
24413,0,0,0,1,0,1,0,0,0,0,0,2
24414,0,0,0,1,0,1,1,0,0,0,0,3
24415,0,0,0,1,0,1,1,0,0,0,0,3
24416,0,0,1,1,0,0,0,0,0,0,0,2
24417,0,0,0,1,0,1,1,0,0,0,0,3
24418,0,0,0,1,0,1,1,0,0,0,0,3
24419,0,0,0,1,0,1,1,0,0,0,0,3
24420,0,0,1,0,0,1,0,0,0,0,0,2
24421,1,0,0,0,0,0,1,0,0,0,0,2
24422,0,0,0,0,0,0,0,0,0,0,0,0
24423,0,0,0,1,0,1,0,0,0,0,0,2
24424,0,0,0,0,0,0,0,0,1,0,0,1
24425,0,0,0,0,0,1,0,0,0,0,0,1
24426,0,0,0,0,0,0,0,0,0,0,0,0
24427,0,0,0,0,0,0,0,0,0,0,0,0
24428,0,0,1,0,0,0,0,0,0,0,0,1
24429,0,0,0,0,0,0,0,0,0,0,0,0
24430,0,0,0,1,0,0,0,0,0,0,0,1
24431,0,0,1,0,0,0,0,0,0,0,0,1
24432,1,0,0,1,0,0,0,0,0,0,0,2
24433,0,0,0,1,0,0,0,0,0,0,0,1
24434,0,0,0,0,0,0,0,0,0,0,0,0
24435,0,0,0,0,0,0,0,0,0,0,0,0
24436,0,0,0,1,0,1,0,0,0,0,0,2
24437,0,0,0,0,0,0,0,0,0,0,0,0
24438,0,0,0,0,0,0,0,0,0,0,0,0
24439,0,0,1,1,0,0,0,0,0,0,0,2
24440,0,0,1,0,0,1,0,0,0,0,0,2
24441,0,0,0,1,0,0,0,0,0,0,0,1
24442,0,0,0,1,0,0,0,0,0,0,0,1
24443,0,0,0,0,0,0,0,0,0,0,0,0
24444,0,0,0,1,0,1,0,0,0,0,0,2
24445,0,0,0,0,0,0,0,0,0,0,0,0
24446,0,0,0,0,0,0,0,0,0,0,0,0
24447,0,0,0,1,0,1,1,0,0,0,0,3
24448,0,0,0,1,0,1,1,0,0,0,0,3
24449,0,0,0,0,0,0,0,0,1,0,0,1
24450,0,0,1,0,0,0,0,0,0,0,0,1
24451,0,0,0,0,0,0,0,0,0,0,0,0
24452,0,0,0,0,0,0,0,0,0,0,0,0
24453,0,0,0,0,0,0,0,0,0,0,0,0
24454,0,0,1,0,0,0,0,0,0,0,0,1
24455,0,0,1,1,0,0,0,0,0,0,0,2
24456,0,0,0,0,0,0,0,0,0,0,0,0
24457,0,0,1,0,0,0,0,0,0,0,0,1
24458,0,0,0,1,0,0,0,0,0,0,0,1
24459,0,0,1,0,0,0,0,0,0,0,0,1
24460,0,0,0,0,0,0,0,0,0,0,0,0
24461,0,0,1,0,0,1,0,0,0,0,0,2
24462,0,0,1,1,0,1,1,0,0,0,0,4
24463,0,0,0,0,0,0,0,0,0,0,0,0
24464,0,0,1,1,0,0,0,0,0,0,0,2
24465,0,0,0,0,0,0,0,0,0,0,0,0
24466,0,0,0,1,0,0,0,0,0,0,0,1
24467,0,0,0,1,0,0,0,0,0,0,0,1
24468,0,0,0,0,0,0,0,0,0,0,0,0
24469,0,0,0,0,0,0,0,0,0,0,0,0
24470,1,0,1,1,0,1,1,0,0,0,0,5
24471,1,0,0,1,0,1,0,0,0,0,0,3
24472,0,0,1,0,0,0,0,0,0,0,0,1
24473,0,0,1,0,0,1,0,0,0,0,0,2
24474,0,0,1,1,0,1,0,0,1,0,0,4
24475,0,0,0,0,0,0,0,0,0,0,0,0
24476,0,0,0,0,0,0,1,0,0,0,0,1
24477,0,0,0,0,0,0,0,0,0,0,0,0
24478,0,0,0,0,0,1,0,0,0,0,0,1
24479,0,0,1,1,0,1,1,0,0,0,0,4
24480,0,0,1,0,0,0,0,0,0,0,0,1
24481,0,0,0,0,0,0,0,0,0,0,0,0
24482,0,0,0,1,0,0,1,0,0,0,0,2
24483,0,0,0,0,0,0,0,0,0,0,0,0
24484,0,0,1,0,0,1,0,0,0,0,0,2
24485,0,0,0,1,0,1,0,0,0,0,0,2
24486,0,0,1,0,0,0,0,0,0,0,0,1
24487,0,0,0,0,0,0,0,0,1,0,0,1
24488,0,0,0,0,0,0,0,0,0,0,0,0
24489,0,0,0,0,0,1,0,0,0,0,0,1
24490,0,0,0,0,0,0,0,0,0,0,0,0
24491,0,0,0,1,0,1,1,0,0,0,0,3
24492,0,0,0,1,0,0,0,0,0,0,0,1
24493,0,0,0,0,0,0,0,0,0,0,0,0
24494,0,0,0,0,0,0,0,0,0,0,0,0
24495,0,0,1,0,0,0,0,0,0,0,0,1
24496,1,0,0,0,0,0,0,0,1,0,0,2
